sr_no,member_name,sebi_reg_no,member_code,internal_id,details_url
246,HR FINANCE & INVESTMENTS,INZ000249526,12985,2187,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2187&h_MemType=members&memName=HR%20FINANCE%20%26%20INVESTMENTS
247,ESPRESSO FINANCIAL SERVICES PRIVATE LIMITED.,INZ000041331,90194,3072,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3072&h_MemType=members&memName=ESPRESSO%20FINANCIAL%20SERVICES%20PRIVATE%20LIMITED.
248,KARNA STOCK BROKING LLP,INZ000315657,90365,3237,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3237&h_MemType=members&memName=KARNA%20STOCK%20BROKING%20LLP
249,BAGARIA DERIVATIVE SERVICES PRIVATE LIMITED,INZ000226533,90348,3219,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3219&h_MemType=members&memName=BAGARIA%20DERIVATIVE%20SERVICES%20PRIVATE%20LIMITED
250,OPTIVER INDIA SECURITIES PRIVATE LIMITED,INZ000317039,90378,3250,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3250&h_MemType=members&memName=OPTIVER%20INDIA%20SECURITIES%20PRIVATE%20LIMITED
251,ISHAN STOCK BROKING PRIVATE LIMITED,INZ000322231,90411,3282,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3282&h_MemType=members&memName=ISHAN%20STOCK%20BROKING%20PRIVATE%20LIMITED
252,MAHARATNA SECURITIES PRIVATE LIMITED,INZ000303733,90254,3130,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3130&h_MemType=members&memName=MAHARATNA%20SECURITIES%20PRIVATE%20LIMITED
253,CHURIWALA SECURITIES PRIVATE LIMITED,INZ000216630,06487,52,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=52&h_MemType=members&memName=CHURIWALA%20SECURITIES%20PRIVATE%20LIMITED
254,NEON VINIMAY PRIVATE LIMITED,INZ000220132,09100,1,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1&h_MemType=members&memName=NEON%20VINIMAY%20PRIVATE%20LIMITED
255,BHAGWANDAS GORDHANDAS FINANCIAL PVT. LTD.,INZ000169033,06429,36,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=36&h_MemType=members&memName=BHAGWANDAS%20GORDHANDAS%20FINANCIAL%20PVT.%20LTD.
256,BNK SECURITIES PVT.LTD.,INZ000220037,06535,42,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=42&h_MemType=members&memName=BNK%20SECURITIES%20PVT.LTD.
257,BONANZA PORTFOLIO LTD.,INZ000212137,06378,43,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=43&h_MemType=members&memName=BONANZA%20PORTFOLIO%20LTD.
258,FIRST GLOBAL STOCKBROKING PVT.LTD.,INZ000210739,07221,85,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=85&h_MemType=members&memName=FIRST%20GLOBAL%20STOCKBROKING%20PVT.LTD.
259,LPC SECURITIES PVT LTD,INZ000008938,09583,136,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=136&h_MemType=members&memName=LPC%20SECURITIES%20PVT%20LTD
260,MMJ CLASSIC SECURITIES,INB230662323,06623,163,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=163&h_MemType=members&memName=MMJ%20CLASSIC%20SECURITIES
261,MONEYCARE SECURITIES & FINANCIAL SERVICES LTD.,INZ000266935,06471,168,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=168&h_MemType=members&memName=MONEYCARE%20SECURITIES%20%26%20FINANCIAL%20SERVICES%20LTD.
262,NAYAN M. VALA SECURITIES PRIVATE LIMITED,INZ000210233,13511,183,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=183&h_MemType=members&memName=NAYAN%20M.%20VALA%20SECURITIES%20PRIVATE%20LIMITED
263,GULITA SECURITIES LTD,INZ000208530,10757,198,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=198&h_MemType=members&memName=GULITA%20SECURITIES%20LTD
264,DIMENSIONAL SECURITIES PVT. LTD,INZ000175837,05980,333,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=333&h_MemType=members&memName=DIMENSIONAL%20SECURITIES%20PVT.%20LTD
265,INDBANK MERCHANT BANKING SERVICES LTD.,INZ000207939,05968,350,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=350&h_MemType=members&memName=INDBANK%20MERCHANT%20BANKING%20SERVICES%20LTD.
266,INDSEC SECURITIES AND FINANCE LIMITED,INZ000236731,06010,352,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=352&h_MemType=members&memName=INDSEC%20SECURITIES%20AND%20FINANCE%20LIMITED
267,IFCI FINANCIAL SERVICES LIMITED,INZ000254231,11086,353,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=353&h_MemType=members&memName=IFCI%20FINANCIAL%20SERVICES%20LIMITED
268,WAY2WEALTH BROKERS PRIVATE LIMITED,INZ000178638,11502,404,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=404&h_MemType=members&memName=WAY2WEALTH%20BROKERS%20PRIVATE%20LIMITED
269,NAKAMICHI SECURITIES LTD,INZ000197136,08565,567,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=567&h_MemType=members&memName=NAKAMICHI%20SECURITIES%20LTD
270,ORTEM SECURITIES LIMITED,INZ000284334,08122,568,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=568&h_MemType=members&memName=ORTEM%20SECURITIES%20LIMITED
271,PRB SECURITIES PRIVATE LTD.,INZ000225631,07785,569,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=569&h_MemType=members&memName=PRB%20SECURITIES%20PRIVATE%20LTD.
272,ADROIT FINANCIAL SERVICES PRIVATE LIMITED,INZ000173137,08538,627,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=627&h_MemType=members&memName=ADROIT%20FINANCIAL%20SERVICES%20PRIVATE%20LIMITED
273,VEDIKA SECURITIES (P) LTD,INZ000242635,07720,605,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=605&h_MemType=members&memName=VEDIKA%20SECURITIES%20%28P%29%20LTD
274,SHREE NAMAN SECURITIES & FINANCE PVT. LTD,INZ000283937,08082,455,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=455&h_MemType=members&memName=SHREE%20NAMAN%20SECURITIES%20%26%20FINANCE%20PVT.%20LTD
275,ARCADIA SHARE & STOCK BROKERS PRIVATE LIMITED,INZ000231731,07782,478,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=478&h_MemType=members&memName=ARCADIA%20SHARE%20%26%20STOCK%20BROKERS%20PRIVATE%20LIMITED
276,MANIPAL STOCK & SHARE BROKERS LTD.,INZ000188032,08567,487,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=487&h_MemType=members&memName=MANIPAL%20STOCK%20%26%20SHARE%20BROKERS%20LTD.
277,JHAVERI SECURITIES LIMITED,INZ000199232,08232,504,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=504&h_MemType=members&memName=JHAVERI%20SECURITIES%20LIMITED
278,ANIL KUMAR SEHGAL,INB230779219,07792,637,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=637&h_MemType=members&memName=ANIL%20KUMAR%20SEHGAL
279,CPR CAPITAL SERVICES LTD.,INB230876935/INF230876935/INE230876935,08769,666,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=666&h_MemType=members&memName=CPR%20CAPITAL%20SERVICES%20LTD.
280,GOGIA CAPITAL SERVICES LIMITED,INZ000202733,07929,691,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=691&h_MemType=members&memName=GOGIA%20CAPITAL%20SERVICES%20LIMITED
281,IKM INVESTORS PRIVATE LIMITED,INZ000172937,07944,699,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=699&h_MemType=members&memName=IKM%20INVESTORS%20PRIVATE%20LIMITED
282,INDIA PACIFIC SECURITIES & FINANCIAL SERVICES LTD,INZ000281430,09058,702,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=702&h_MemType=members&memName=INDIA%20PACIFIC%20SECURITIES%20%26%20FINANCIAL%20SERVICES%20LTD
283,INMACS LTD.,INZ000257837,05664,705,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=705&h_MemType=members&memName=INMACS%20LTD.
284,KSBL SECURITIES LIMITED,INZ000104638,14365,727,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=727&h_MemType=members&memName=KSBL%20SECURITIES%20LIMITED
285,M G CAPITAL SERVICES LTD.,INB230701235/INF230701235,07012,736,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=736&h_MemType=members&memName=M%20G%20CAPITAL%20SERVICES%20LTD.
286,INDO THAI SECURITIES LTD.,INZ000194938,07767,885,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=885&h_MemType=members&memName=INDO%20THAI%20SECURITIES%20LTD.
287,SEVENHILL SECURITIES LIMITED,INB230806935,08069,963,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=963&h_MemType=members&memName=SEVENHILL%20SECURITIES%20LIMITED
288,GREAT INDIAN SECURITIES COMPANY LIMITED,INZ000283434,08548,910,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=910&h_MemType=members&memName=GREAT%20INDIAN%20SECURITIES%20COMPANY%20LIMITED
289,REFLECTION INVESTMENTS,INZ000283123,07790,927,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=927&h_MemType=members&memName=REFLECTION%20INVESTMENTS
290,MANGAL KESHAV FINANCIAL SERVICES LLP,INZ000166334,09774,940,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=940&h_MemType=members&memName=MANGAL%20KESHAV%20FINANCIAL%20SERVICES%20LLP
291,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,INZ000203933,09018,946,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=946&h_MemType=members&memName=EMKAY%20GLOBAL%20FINANCIAL%20SERVICES%20LIMITED
292,RBC FINANCIAL SERVICES PVT. LTD.,INZ000203332,07713,795,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=795&h_MemType=members&memName=RBC%20FINANCIAL%20SERVICES%20PVT.%20LTD.
293,NCJ SHARE AND STOCK BROKERS LIMITED,INZ000214632,12956,814,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=814&h_MemType=members&memName=NCJ%20SHARE%20AND%20STOCK%20BROKERS%20LIMITED
294,MIDEAST INVESTMENTS PVT. LTD.,INB230852733,08527,864,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=864&h_MemType=members&memName=MIDEAST%20INVESTMENTS%20PVT.%20LTD.
295,SAAKETA INVESTMENT SERVICES LIMITED,INZ000179131,07598,872,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=872&h_MemType=members&memName=SAAKETA%20INVESTMENT%20SERVICES%20LIMITED
296,TRIMBHAK INVESTMENTS & FINANCE SERVICES PVT. LTD.,INZ000211035,08540,876,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=876&h_MemType=members&memName=TRIMBHAK%20INVESTMENTS%20%26%20FINANCE%20SERVICES%20PVT.%20LTD.
297,HEM FINLEASE PVT. LTD.,INZ000167734,11100,1681,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1681&h_MemType=members&memName=HEM%20FINLEASE%20PVT.%20LTD.
298,PEE AAR SECURITIES LIMITED,INZ000176938,14463,990,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=990&h_MemType=members&memName=PEE%20AAR%20SECURITIES%20LIMITED
299,SOUTH ASIAN STOCKS LTD.,INZ000164738,09073,992,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=992&h_MemType=members&memName=SOUTH%20ASIAN%20STOCKS%20LTD.
300,PSJ SECURITIES PVT. LTD.,INZ000268831,09068,1076,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1076&h_MemType=members&memName=PSJ%20SECURITIES%20PVT.%20LTD.
301,CREDIT SUISSE SECURITIES (INDIA) PRIVATE LIMITED,INZ000248233,09706,1265,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1265&h_MemType=members&memName=CREDIT%20SUISSE%20SECURITIES%20%28INDIA%29%20PRIVATE%20LIMITED
302,STOCK HOLDING CORPORATION OF INDIA LTD,INZ000241237,11330,1668,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1668&h_MemType=members&memName=STOCK%20HOLDING%20CORPORATION%20OF%20INDIA%20LTD
303,GUINESS SECURITIES LIMITED,INZ000167037,11460,1759,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1759&h_MemType=members&memName=GUINESS%20SECURITIES%20LIMITED
304,BANK OF INDIA,INF231156532/INF231156532/INE231308136,11565,1768,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1768&h_MemType=members&memName=BANK%20OF%20INDIA
305,STOCKHOME INDIA LTD.,INZ000182734,11680,1843,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1843&h_MemType=members&memName=STOCKHOME%20INDIA%20LTD.
306,ARETE SECURITIES LIMITED,INZ000241036,11782,1854,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1854&h_MemType=members&memName=ARETE%20SECURITIES%20LIMITED
307,VSE STOCK SERVICES LIMITED,INZ000193839,11997,1867,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1867&h_MemType=members&memName=VSE%20STOCK%20SERVICES%20LIMITED
308,DEEP FINANCIAL CONSULTANTS PVT. LTD.,INZ000266039,11353,1709,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1709&h_MemType=members&memName=DEEP%20FINANCIAL%20CONSULTANTS%20PVT.%20LTD.
309,G DAS CAPITAL MARKETS PRIVATE LIMITED,INZ000282138,11266,1712,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1712&h_MemType=members&memName=G%20DAS%20CAPITAL%20MARKETS%20PRIVATE%20LIMITED
310,SSPL WEALTH PRIVATE LIMITED,INZ000192638,11221,1718,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1718&h_MemType=members&memName=SSPL%20WEALTH%20PRIVATE%20LIMITED
311,ISHANIKA SECURITIES PVT. LTD.,INZ000008136,10493,1742,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1742&h_MemType=members&memName=ISHANIKA%20SECURITIES%20PVT.%20LTD.
312,AMAR & SONS STOCK BROKING PVT LTD,INZ000213331,11445,1751,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1751&h_MemType=members&memName=AMAR%20%26%20SONS%20STOCK%20BROKING%20PVT%20LTD
313,CNB FINWIZ PRIVATE LIMITED,INZ000204238,11893,1758,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1758&h_MemType=members&memName=CNB%20FINWIZ%20PRIVATE%20LIMITED
314,ALDAN INVESTMENTS PRIVATE LIMITED,INZ000279438,12599,1998,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1998&h_MemType=members&memName=ALDAN%20INVESTMENTS%20PRIVATE%20LIMITED
315,MARFATIA STOCK BROKING PRIVATE LIMITED,INZ000215330,11925,1924,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1924&h_MemType=members&memName=MARFATIA%20STOCK%20BROKING%20PRIVATE%20LIMITED
316,SHREE KANHA STOCK BROKING PVT. LTD,INZ000222633,12162,1926,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1926&h_MemType=members&memName=SHREE%20KANHA%20STOCK%20BROKING%20PVT.%20LTD
317,AXIOM SHARE BROKING PVT. LTD.,INZ000232731,12212,1931,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1931&h_MemType=members&memName=AXIOM%20SHARE%20BROKING%20PVT.%20LTD.
318,RR EQUITY BROKERS PVT. LTD.,INZ000270435,12196,1935,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1935&h_MemType=members&memName=RR%20EQUITY%20BROKERS%20PVT.%20LTD.
319,C. M. GOENKA STOCK BROKERS PVT. LTD.,INZ000251131,12550,1993,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1993&h_MemType=members&memName=C.%20M.%20GOENKA%20STOCK%20BROKERS%20PVT.%20LTD.
320,MATALIA STOCK BROKING PVT. LTD.,INZ000184932,12086,2088,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2088&h_MemType=members&memName=MATALIA%20STOCK%20BROKING%20PVT.%20LTD.
321,KAVIRAJ SECURITIES PRIVATE LIMITED,INZ000202035,11553,2090,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2090&h_MemType=members&memName=KAVIRAJ%20SECURITIES%20PRIVATE%20LIMITED
322,DHAN STOCK & SHARE BROKERS PVT. LTD.,INZ000218037,12427,2091,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2091&h_MemType=members&memName=DHAN%20STOCK%20%26%20SHARE%20BROKERS%20PVT.%20LTD.
323,BHH SECURITIES PRIVATE LIMITED,INZ000262331,09982,2093,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2093&h_MemType=members&memName=BHH%20SECURITIES%20PRIVATE%20LIMITED
324,TRADEWELL SECURITIES LTD.,INZ000171936,12835,2097,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2097&h_MemType=members&memName=TRADEWELL%20SECURITIES%20LTD.
325,VRISE SECURITIES PRIVATE LIMITED,INZ000010934,12889,2099,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2099&h_MemType=members&memName=VRISE%20SECURITIES%20PRIVATE%20LIMITED
326,J.G.A. SHAH SHARE BROKERS PRIVATE LIMITED,INZ000163333,09952,2113,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2113&h_MemType=members&memName=J.G.A.%20SHAH%20SHARE%20BROKERS%20PRIVATE%20LIMITED
327,PRAGYA EQUITIES PVT. LTD.,INZ000236538,12202,2120,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2120&h_MemType=members&memName=PRAGYA%20EQUITIES%20PVT.%20LTD.
328,J L SHAH SECURITIES PRIVATE LIMITED,INZ000199739,09777,2047,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2047&h_MemType=members&memName=J%20L%20SHAH%20SECURITIES%20PRIVATE%20LIMITED
329,LAKSHMISHREE INVESTMENT AND SECURITIES LTD,INZ000170330,12817,2060,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2060&h_MemType=members&memName=LAKSHMISHREE%20INVESTMENT%20AND%20SECURITIES%20LTD
330,NAVKAR WEALTH SERVICE PRIVATE LIMITED,INZ000255337,14388,2160,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2160&h_MemType=members&memName=NAVKAR%20WEALTH%20SERVICE%20PRIVATE%20LIMITED
331,BASAN EQUITY BROKING LIMITED,INZ000197331,12964,2172,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2172&h_MemType=members&memName=BASAN%20EQUITY%20BROKING%20LIMITED
332,BMD SECURITIES LIMITED,INZ000215236,13189,2176,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2176&h_MemType=members&memName=BMD%20SECURITIES%20LIMITED
333,OSWAL SHARES AND SECURITIES LIMITED,INZ000295436,10631,2210,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2210&h_MemType=members&memName=OSWAL%20SHARES%20AND%20SECURITIES%20LIMITED
334,BEZEL STOCK BROKERS PRIVATE LIMITED,INZ000266237,14909,2218,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2218&h_MemType=members&memName=BEZEL%20STOCK%20BROKERS%20PRIVATE%20LIMITED
335,RAJGUL SECURITIES PVT LTD,INZ000316035,13027,2222,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2222&h_MemType=members&memName=RAJGUL%20SECURITIES%20PVT%20LTD
336,BOB CAPITAL MARKETS LIMITED,INZ000159332,13045,2244,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2244&h_MemType=members&memName=BOB%20CAPITAL%20MARKETS%20LIMITED
337,FLOURISH FINCAP PVT LTD,INZ000191536,13030,2252,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2252&h_MemType=members&memName=FLOURISH%20FINCAP%20PVT%20LTD
338,SHELLY SHARES & SECURITIES,INB231350118/INF231350118/INE231350118,13501,2281,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2281&h_MemType=members&memName=SHELLY%20SHARES%20%26%20SECURITIES
339,FIRST INDIA SECURITIES PRIVATE LIMITED,INZ000224338,12386,2288,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2288&h_MemType=members&memName=FIRST%20INDIA%20SECURITIES%20PRIVATE%20LIMITED
340,HARIHAR SECURITIES PRIVATE LIMITED,INZ000187633,13641,2303,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2303&h_MemType=members&memName=HARIHAR%20SECURITIES%20PRIVATE%20LIMITED
341,PINAK SECURITIES LIMITED,INB231379430/INF231379430/INE231379430,13794,2469,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2469&h_MemType=members&memName=PINAK%20SECURITIES%20LIMITED
342,NJ INDIA INVEST PRIVATE LIMITED,INZ000213137,13605,2479,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2479&h_MemType=members&memName=NJ%20INDIA%20INVEST%20PRIVATE%20LIMITED
343,OPEN FUTURES,INZ000194616,13321,2378,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2378&h_MemType=members&memName=OPEN%20FUTURES
344,ESTEE ADVISORS PVT LTD,INZ000300737,13362,2380,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2380&h_MemType=members&memName=ESTEE%20ADVISORS%20PVT%20LTD
345,SHRI KRISHNA SHARE BROKERS PRIVATE LIMITED,INZ000302434,13488,2411,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2411&h_MemType=members&memName=SHRI%20KRISHNA%20SHARE%20BROKERS%20PRIVATE%20LIMITED
346,KIMAYA SECURITIES & FINANCIAL SERVICES PVT. LTD.,INZ000201234,13514,2432,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2432&h_MemType=members&memName=KIMAYA%20SECURITIES%20%26%20FINANCIAL%20SERVICES%20PVT.%20LTD.
347,SUNFLOWER BROKING PVT. LTD.,INZ000195131,13586,2449,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2449&h_MemType=members&memName=SUNFLOWER%20BROKING%20PVT.%20LTD.
348,BULLMART SECURITIES PRIVATE LIMITED,INB231366437/INF231366437,13664,2457,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2457&h_MemType=members&memName=BULLMART%20SECURITIES%20PRIVATE%20LIMITED
349,NUVAMA CLEARING SERVICES LIMITED,INZ000177437,14407,2765,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2765&h_MemType=members&memName=NUVAMA%20CLEARING%20SERVICES%20LIMITED
350,HORIZON FINANCIAL CONSULTANTS PVT. LTD.,INZ000171033,14491,2795,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2795&h_MemType=members&memName=HORIZON%20FINANCIAL%20CONSULTANTS%20PVT.%20LTD.
351,MONEYPLEX SECURITIES PRIVATE LIMITED,INZ000262430,14595,2828,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2828&h_MemType=members&memName=MONEYPLEX%20SECURITIES%20PRIVATE%20LIMITED
352,4A SECURITIES LIMITED,INZ000246535,14560,2825,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2825&h_MemType=members&memName=4A%20SECURITIES%20LIMITED
353,BNP PARIBAS SECURITIES INDIA PRIVATE LIMITED,INZ000161834,14748,2844,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2844&h_MemType=members&memName=BNP%20PARIBAS%20SECURITIES%20INDIA%20PRIVATE%20LIMITED
354,JKB FINANCIAL SERVICES LIMITED,INZ000243934,14411,2775,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2775&h_MemType=members&memName=JKB%20FINANCIAL%20SERVICES%20LIMITED
355,GOLD LINE BROKING PRIVATE LIMITED,INZ000274233,14918,2842,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2842&h_MemType=members&memName=GOLD%20LINE%20BROKING%20PRIVATE%20LIMITED
356,PARIM FINSERV PVT LTD,INZ000288425,90028,2903,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2903&h_MemType=members&memName=PARIM%20FINSERV%20PVT%20LTD
357,MANDOT SECURITIES PRIVATE LIMITED,INZ000007435,90055,2928,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2928&h_MemType=members&memName=MANDOT%20SECURITIES%20PRIVATE%20LIMITED
358,PENTAD SECURITIES PVT. LTD,INZ000168432,90031,2907,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2907&h_MemType=members&memName=PENTAD%20SECURITIES%20PVT.%20LTD
359,SHADOWFAX TRADERS,INZ000010314,90065,2944,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2944&h_MemType=members&memName=SHADOWFAX%20TRADERS
360,MNM STOCK BROKING  PVT LTD,INZ000001933,90080,2957,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2957&h_MemType=members&memName=MNM%20STOCK%20BROKING%20%20PVT%20LTD
361,INARAA FINANCIAL SERVICES PRIVATE LIMITED,INZ000323030,90414,3285,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3285&h_MemType=members&memName=INARAA%20FINANCIAL%20SERVICES%20PRIVATE%20LIMITED
362,PALAK TRADE TECH PRIVATE LIMITED,INZ000322935,90444,3313,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3313&h_MemType=members&memName=PALAK%20TRADE%20TECH%20PRIVATE%20LIMITED
363,MINTCAP BROKERS PRIVATE LIMITED,INZ000322732,90430,3299,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3299&h_MemType=members&memName=MINTCAP%20BROKERS%20PRIVATE%20LIMITED
364,KETAN V THAKKAR,INZ000097618,90101,2977,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2977&h_MemType=members&memName=KETAN%20V%20THAKKAR
365,ALICE BLUE FIN SVCS P LTD,INZ000156038,90112,2988,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2988&h_MemType=members&memName=ALICE%20BLUE%20FIN%20SVCS%20P%20LTD
