sr_no,member_name,sebi_reg_no,member_code,internal_id,details_url
662,MAGNUM EQUITY SERVICES LTD.,INZ000207336,09652,141,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=141&h_MemType=members&memName=MAGNUM%20EQUITY%20SERVICES%20LTD.
663,MONARCH NETWORTH CAPITAL LIMITED,INZ000008037,06386,187,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=187&h_MemType=members&memName=MONARCH%20NETWORTH%20CAPITAL%20LIMITED
664,NOUVEAU SHARES & SECURITIES LTD,INB230938434,09384,195,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=195&h_MemType=members&memName=NOUVEAU%20SHARES%20%26%20SECURITIES%20LTD
665,JAVERI FISCAL SERVICES LTD.,INZ000186638,09974,212,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=212&h_MemType=members&memName=JAVERI%20FISCAL%20SERVICES%20LTD.
666,VENTURA SECURITIES LTD.,INZ000194736,07604,383,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=383&h_MemType=members&memName=VENTURA%20SECURITIES%20LTD.
667,PRABHUDAS LILLADHER PVT. LTD.,INZ000196637,05977,387,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=387&h_MemType=members&memName=PRABHUDAS%20LILLADHER%20PVT.%20LTD.
668,J. V. S. SECURITIES PVT. LTD.,INZ000281635,07524,551,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=551&h_MemType=members&memName=J.%20V.%20S.%20SECURITIES%20PVT.%20LTD.
669,JUNJHARJI INVESTMENT PVT . LTD.,INZ000291231,07841,552,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=552&h_MemType=members&memName=JUNJHARJI%20INVESTMENT%20PVT%20.%20LTD.
670,LAUREL SECURITIES PVT. LTD,INZ000216837,08858,558,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=558&h_MemType=members&memName=LAUREL%20SECURITIES%20PVT.%20LTD
671,LOHIA SECURITIES LTD.,INZ000202639,07778,559,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=559&h_MemType=members&memName=LOHIA%20SECURITIES%20LTD.
672,VERTEX SECURITIES LTD.,INZ000204731,13248,613,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=613&h_MemType=members&memName=VERTEX%20SECURITIES%20LTD.
673,SHIVMANGAL SECURITIES PRIVATE LIMITED,INZ000216335,08135,585,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=585&h_MemType=members&memName=SHIVMANGAL%20SECURITIES%20PRIVATE%20LIMITED
674,V. G. CAPITAL MARKET PVT. LTD.,INZ000266131,08759,602,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=602&h_MemType=members&memName=V.%20G.%20CAPITAL%20MARKET%20PVT.%20LTD.
675,RATNAKAR SECURITIES PVT LTD,INZ000191735,07780,466,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=466&h_MemType=members&memName=RATNAKAR%20SECURITIES%20PVT%20LTD
676,SHAH INVESTORS HOME LIMITED,INZ000167335,07590,470,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=470&h_MemType=members&memName=SHAH%20INVESTORS%20HOME%20LIMITED
677,ACTION FINANCIAL SERVICES (INDIA) LIMITED,INZ000179538,07492,477,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=477&h_MemType=members&memName=ACTION%20FINANCIAL%20SERVICES%20%28INDIA%29%20LIMITED
678,COMPOSITE INVESTMENTS PRIVATE LIMITED,INZ000279531,07520,480,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=480&h_MemType=members&memName=COMPOSITE%20INVESTMENTS%20PRIVATE%20LIMITED
679,GDB SHARE & STOCK BROKING SERVICES LIMITED,INZ000193238,07788,545,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=545&h_MemType=members&memName=GDB%20SHARE%20%26%20STOCK%20BROKING%20SERVICES%20LIMITED
680,BHARAT RASAYAN FINANCE LTD,INB230814232/INF230814232,08142,652,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=652&h_MemType=members&memName=BHARAT%20RASAYAN%20FINANCE%20LTD
681,CFS FINANCIAL SERVICES PVT. LTD,INZ000224536,07695,657,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=657&h_MemType=members&memName=CFS%20FINANCIAL%20SERVICES%20PVT.%20LTD
682,CONSORTIUM SECURITIES PRIVATE LTD.,INZ000183831,08772,664,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=664&h_MemType=members&memName=CONSORTIUM%20SECURITIES%20PRIVATE%20LTD.
683,INDUS SHARESHREE PRIVATE LIMITED,INZ000170031,07762,704,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=704&h_MemType=members&memName=INDUS%20SHARESHREE%20PRIVATE%20LIMITED
684,BHARAT BHUSHAN EQUITY TRADERS LTD.,INZ000204433,07724,735,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=735&h_MemType=members&memName=BHARAT%20BHUSHAN%20EQUITY%20TRADERS%20LTD.
685,MANSUKH SECURITIES & FINANCE LIMITED,INZ000164537,07814,740,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=740&h_MemType=members&memName=MANSUKH%20SECURITIES%20%26%20FINANCE%20LIMITED
686,MITHUN SECURITIES PVT. LTD.,INZ000188632,07709,747,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=747&h_MemType=members&memName=MITHUN%20SECURITIES%20PVT.%20LTD.
687,INDIA CEMENTS INVESTMENT SERVICES LIMITED,INZ000205530,11634,895,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=895&h_MemType=members&memName=INDIA%20CEMENTS%20INVESTMENT%20SERVICES%20LIMITED
688,MEGHVARSHA SECURITIES PVT. LTD.,INB230876837/INF230876837,08768,979,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=979&h_MemType=members&memName=MEGHVARSHA%20SECURITIES%20PVT.%20LTD.
689,MARWADI SHARES AND FINANCE LIMITED,INZ000174730,08760,980,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=980&h_MemType=members&memName=MARWADI%20SHARES%20AND%20FINANCE%20LIMITED
690,PFIL SECURITIES LTD.,INZ000235338,08058,983,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=983&h_MemType=members&memName=PFIL%20SECURITIES%20LTD.
691,NAVIA MARKETS LTD.,INZ000095034,07708,918,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=918&h_MemType=members&memName=NAVIA%20MARKETS%20LTD.
692,DBFS SECURITIES LIMITED,INZ000178534,13232,933,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=933&h_MemType=members&memName=DBFS%20SECURITIES%20LIMITED
693,ANANT INVESTMENTS PRIVATE LIMITED,INZ000237633,14003,941,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=941&h_MemType=members&memName=ANANT%20INVESTMENTS%20PRIVATE%20LIMITED
694,B S SECURITIES,INZ000198021,08577,942,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=942&h_MemType=members&memName=B%20S%20SECURITIES
695,RELAN INDUSTRIAL FINANCE LTD.,INZ000255437,07835,796,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=796&h_MemType=members&memName=RELAN%20INDUSTRIAL%20FINANCE%20LTD.
696,SHRI PARASRAM HOLDINGS PVT. LTD.,INZ000220838,08140,816,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=816&h_MemType=members&memName=SHRI%20PARASRAM%20HOLDINGS%20PVT.%20LTD.
697,ADINATH CAPITAL SERVICES LIMITED,INZ000275235,06921,824,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=824&h_MemType=members&memName=ADINATH%20CAPITAL%20SERVICES%20LIMITED
698,WALLFORT FINANCIAL SERVICES LTD,INZ000234739,08524,878,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=878&h_MemType=members&memName=WALLFORT%20FINANCIAL%20SERVICES%20LTD
699,UNIQUE STOCKBRO PRIVATE LIMITED,INZ000187737,10721,1009,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1009&h_MemType=members&memName=UNIQUE%20STOCKBRO%20PRIVATE%20LIMITED
700,PREMIER SHARES LIMITED,INZ000279936,08857,1047,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1047&h_MemType=members&memName=PREMIER%20SHARES%20LIMITED
701,BHAVANA INVESTOR SERVICES LTD,INB230906533,09065,1078,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1078&h_MemType=members&memName=BHAVANA%20INVESTOR%20SERVICES%20LTD
702,FACTS SHARE & STOCK BROKING PVT. LTD.,INB230934330/INF230934330,09343,1202,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1202&h_MemType=members&memName=FACTS%20SHARE%20%26%20STOCK%20BROKING%20PVT.%20LTD.
703,SUNSHINE FINSEC & MERCANTILE LTD.,INZ000297032,09472,1228,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1228&h_MemType=members&memName=SUNSHINE%20FINSEC%20%26%20MERCANTILE%20LTD.
704,HSBC INVESTDIRECT SECURITIES (INDIA) LIMITED,INB231324238/INF231324238,13242,1270,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1270&h_MemType=members&memName=HSBC%20INVESTDIRECT%20SECURITIES%20%28INDIA%29%20LIMITED
705,CREST FINSERV LIMITED,INB231054637/INF231054637,10546,1313,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1313&h_MemType=members&memName=CREST%20FINSERV%20LIMITED
706,BGSE FINANCIALS LIMITED,INZ000095638,10741,1373,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1373&h_MemType=members&memName=BGSE%20FINANCIALS%20LIMITED
707,MANUBHAI MANGALDAS SECURITIES PVT. LTD.,INZ000194236,09837,1573,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1573&h_MemType=members&memName=MANUBHAI%20MANGALDAS%20SECURITIES%20PVT.%20LTD.
708,PASHUPATI CAPITAL SERVICES PVT. LTD.,INZ000210436,10978,1658,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1658&h_MemType=members&memName=PASHUPATI%20CAPITAL%20SERVICES%20PVT.%20LTD.
709,RAKHECHA SECURITIES LTD.,INZ000276131,11512,1776,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1776&h_MemType=members&memName=RAKHECHA%20SECURITIES%20LTD.
710,BATLIVALA & KARANI SECURITIES INDIA PVT. LTD.,INZ000284836,10405,1880,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1880&h_MemType=members&memName=BATLIVALA%20%26%20KARANI%20SECURITIES%20INDIA%20PVT.%20LTD.
711,A C CHOKSI SHARE BROKERS PVT. LTD.,INZ000198136,09929,1862,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1862&h_MemType=members&memName=A%20C%20CHOKSI%20SHARE%20BROKERS%20PVT.%20LTD.
712,GRD SECURITIES LIMITED,INZ000193937,11866,1865,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1865&h_MemType=members&memName=GRD%20SECURITIES%20LIMITED
713,ANUGRAH STOCK & BROKING PVT. LTD.,INZ000200231,11856,1866,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1866&h_MemType=members&memName=ANUGRAH%20STOCK%20%26%20BROKING%20PVT.%20LTD.
714,PARWATI CAPITAL MARKET PRIVATE LIMITED,INZ000205936,11890,1869,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1869&h_MemType=members&memName=PARWATI%20CAPITAL%20MARKET%20PRIVATE%20LIMITED
715,CORUM SECURITIES PVT. LTD.,INZ000179435,14583,1872,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1872&h_MemType=members&memName=CORUM%20SECURITIES%20PVT.%20LTD.
716,NUVAMA WEALTH MANAGEMENT LIMITED,INZ000166136,11933,1713,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1713&h_MemType=members&memName=NUVAMA%20WEALTH%20MANAGEMENT%20LIMITED
717,DAMANI FINANCIAL SERVICES PRIVATE LIMITED,INZ000186736,14436,1716,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1716&h_MemType=members&memName=DAMANI%20FINANCIAL%20SERVICES%20PRIVATE%20LIMITED
718,ELIXIR EQUITIES PRIVATE LIMITED,INZ000017731,09856,1744,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1744&h_MemType=members&memName=ELIXIR%20EQUITIES%20PRIVATE%20LIMITED
719,THAR SHARE BROKERS PRIVATE LIMITED,INZ000275132,12717,2004,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2004&h_MemType=members&memName=THAR%20SHARE%20BROKERS%20PRIVATE%20LIMITED
720,INTEGRATED ENTERPRISES (INDIA) PRIVATE LIMITED,INZ000095737,12718,2008,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2008&h_MemType=members&memName=INTEGRATED%20ENTERPRISES%20%28INDIA%29%20PRIVATE%20LIMITED
721,MEHTA VAKIL & CO.PVT. LTD.,INZ000233031,09796,1914,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1914&h_MemType=members&memName=MEHTA%20VAKIL%20%26%20CO.PVT.%20LTD.
722,PRL STOCK & SHARE BROKERS PVT. LTD.,INB231220931/INF231220931/INE231220931,12209,1921,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1921&h_MemType=members&memName=PRL%20STOCK%20%26%20SHARE%20BROKERS%20PVT.%20LTD.
723,MUNOTH CAPITAL MARKET LTD,INZ000302337,12480,1954,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1954&h_MemType=members&memName=MUNOTH%20CAPITAL%20MARKET%20LTD
724,SAMURAI SECURITIES PRIVATE LIMITED,INZ000187234,12102,1960,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1960&h_MemType=members&memName=SAMURAI%20SECURITIES%20PRIVATE%20LIMITED
725,SHAREWEALTH SECURITIES LIMITED,INZ000176636,12499,1972,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1972&h_MemType=members&memName=SHAREWEALTH%20SECURITIES%20LIMITED
726,AJMERA ASSOCIATES LTD.,INZ000177531,11858,1991,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1991&h_MemType=members&memName=AJMERA%20ASSOCIATES%20LTD.
727,SPARK INSTITUTIONAL EQUITIES PRIVATE LIMITED,INZ000307037,12562,1995,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1995&h_MemType=members&memName=SPARK%20INSTITUTIONAL%20EQUITIES%20PRIVATE%20LIMITED
728,H K SINGHANIA & CO,INZ000197211,00420,2147,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2147&h_MemType=members&memName=H%20K%20SINGHANIA%20%26%20CO
729,JALAN & CO,INZ000260714,00431,2150,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2150&h_MemType=members&memName=JALAN%20%26%20CO
730,MAJORTREND CAPITAL PRIVATE LIMITED,INZ000158634,12895,2109,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2109&h_MemType=members&memName=MAJORTREND%20CAPITAL%20PRIVATE%20LIMITED
731,CAREGROWTH BROKING PRIVATE LIMITED,INZ000168931,12891,2132,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2132&h_MemType=members&memName=CAREGROWTH%20BROKING%20PRIVATE%20LIMITED
732,NIRMAN SHARE BROKERS PRIVATE LIMITED,INZ000197638,12309,2135,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2135&h_MemType=members&memName=NIRMAN%20SHARE%20BROKERS%20PRIVATE%20LIMITED
733,SARA CAPITAL LIMITED,INB231294431/INF231294431,12944,2137,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2137&h_MemType=members&memName=SARA%20CAPITAL%20LIMITED
734,MESH STOCK BROKERS PRIVATE LIMITED,INZ000222733,12692,2024,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2024&h_MemType=members&memName=MESH%20STOCK%20BROKERS%20PRIVATE%20LIMITED
735,AUM CAPITAL MARKET PVT LTD,INZ000185431,12764,2030,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2030&h_MemType=members&memName=AUM%20CAPITAL%20MARKET%20PVT%20LTD
736,VINOD SHARES LTD.,INZ000175235,12736,2057,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2057&h_MemType=members&memName=VINOD%20SHARES%20LTD.
737,WELLINDIA SECURITIES LIMITED,INZ000223137,12829,2073,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2073&h_MemType=members&memName=WELLINDIA%20SECURITIES%20LIMITED
738,VED BROTHERS SECURITIES PVT LTD,INZ000273631,12812,2081,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2081&h_MemType=members&memName=VED%20BROTHERS%20SECURITIES%20PVT%20LTD
739,ADINATH STOCK BROKING PRIVATE LIMITED,INZ000204337,12805,2348,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2348&h_MemType=members&memName=ADINATH%20STOCK%20BROKING%20PRIVATE%20LIMITED
740,NEW BERRY CAPITALS PRIVATE LIMITED,INZ000004838,00014,2163,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2163&h_MemType=members&memName=NEW%20BERRY%20CAPITALS%20PRIVATE%20LIMITED
741,EXCEL STOCK BROKING PRIVATE LIMITED,INZ000196232,13034,2204,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2204&h_MemType=members&memName=EXCEL%20STOCK%20BROKING%20PRIVATE%20LIMITED
742,ABANS SECURITIES PRIVATE LIMITED,INZ000194431,13494,2206,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2206&h_MemType=members&memName=ABANS%20SECURITIES%20PRIVATE%20LIMITED
743,NUVAMA WEALTH AND INVESTMENT LIMITED.,INZ000005231,13116,2258,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2258&h_MemType=members&memName=NUVAMA%20WEALTH%20AND%20INVESTMENT%20LIMITED.
744,ENCASH SECURITIES LTD.,INB231340234/INF231340234/INE231340234,13402,2271,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2271&h_MemType=members&memName=ENCASH%20SECURITIES%20LTD.
745,MANYOG SECURITIES PRIVATE LIMITED,INZ000284039,13339,2289,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2289&h_MemType=members&memName=MANYOG%20SECURITIES%20PRIVATE%20LIMITED
746,INVESTSMART STOCK BROKERS PVT. LTD.,INZ000265936,13790,2481,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2481&h_MemType=members&memName=INVESTSMART%20STOCK%20BROKERS%20PVT.%20LTD.
747,A.P.T RESEARCH PRIVATE LIMITED,INZ000194330,13871,2515,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2515&h_MemType=members&memName=A.P.T%20RESEARCH%20PRIVATE%20LIMITED
748,GLOBALWORTH SECURITIES LIMITED,INZ000189732,13994,2525,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2525&h_MemType=members&memName=GLOBALWORTH%20SECURITIES%20LIMITED
749,PUSHPAK FINSTOCK,INZ000223221,14124,2526,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2526&h_MemType=members&memName=PUSHPAK%20FINSTOCK
750,GIRIRAJ SHARES PRIVATE LIMITED,INB231333833/INF231333833/INE231333833,13338,2364,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2364&h_MemType=members&memName=GIRIRAJ%20SHARES%20PRIVATE%20LIMITED
751,PINNACLE FOREX AND SECURITIES PRIVATE LIMITED,INZ000182337,14122,2387,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2387&h_MemType=members&memName=PINNACLE%20FOREX%20AND%20SECURITIES%20PRIVATE%20LIMITED
752,PSB SECURITIES LIMITED,INZ000164630,13397,2389,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2389&h_MemType=members&memName=PSB%20SECURITIES%20LIMITED
753,ISTAA FINSERV PRIVATE LIMITED,INZ000220334,13452,2390,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2390&h_MemType=members&memName=ISTAA%20FINSERV%20PRIVATE%20LIMITED
754,BERKELEY SECURITIES LIMITED,INZ000315034,13554,2420,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2420&h_MemType=members&memName=BERKELEY%20SECURITIES%20LIMITED
755,PADAM TOWERS SECURITIES LIMITED,INZ000159835,11168,2435,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2435&h_MemType=members&memName=PADAM%20TOWERS%20SECURITIES%20LIMITED
756,J M GLOBAL EQUITIES PRIVATE LIMITED,INZ000203636,13620,2439,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2439&h_MemType=members&memName=J%20M%20GLOBAL%20EQUITIES%20PRIVATE%20LIMITED
757,AUTUS SECURITIES PRIVATE LIMITED,INZ000104034,14352,2453,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2453&h_MemType=members&memName=AUTUS%20SECURITIES%20PRIVATE%20LIMITED
758,GRM SECURITIES PRIVATE LIMITED,INZ000195031,13600,2456,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2456&h_MemType=members&memName=GRM%20SECURITIES%20PRIVATE%20LIMITED
759,INVESTERIA FINANCIAL SERVICES PRIVATE LIMITED,INZ000225432,14452,2788,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2788&h_MemType=members&memName=INVESTERIA%20FINANCIAL%20SERVICES%20PRIVATE%20LIMITED
760,NK SECURITIES RESEARCH PVT. LTD.,INZ000206920,14488,2805,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2805&h_MemType=members&memName=NK%20SECURITIES%20RESEARCH%20PVT.%20LTD.
761,BAHUBALI FINANCIAL SERVICES (P) LTD.,INZ000187438,12210,2826,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2826&h_MemType=members&memName=BAHUBALI%20FINANCIAL%20SERVICES%20%28P%29%20LTD.
762,MANSATA SECURITIES PRIVATE LIMITED,INB231447831/INF231447831/INE231447831,14478,2804,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2804&h_MemType=members&memName=MANSATA%20SECURITIES%20PRIVATE%20LIMITED
763,MINDEX CAPITAL MARKET PRIVATE LIMITED,INZ000181235,90027,2904,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2904&h_MemType=members&memName=MINDEX%20CAPITAL%20MARKET%20PRIVATE%20LIMITED
764,PURE BROKING PRIVATE LIMITED,INZ000163631,90006,2878,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2878&h_MemType=members&memName=PURE%20BROKING%20PRIVATE%20LIMITED
765,ADWEALTH STOCK BROKING PRIVATE LIMITED,INZ000005538,90026,2892,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2892&h_MemType=members&memName=ADWEALTH%20STOCK%20BROKING%20PRIVATE%20LIMITED
766,INVESTEC CAPITAL SERVICES(INDIA) PRIVATE LIMITED,INZ000007138,90054,2925,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2925&h_MemType=members&memName=INVESTEC%20CAPITAL%20SERVICES%28INDIA%29%20PRIVATE%20LIMITED
767,FIRSTOCK BROKING PRIVATE LIMITED,INZ000260334,90047,2926,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2926&h_MemType=members&memName=FIRSTOCK%20BROKING%20PRIVATE%20LIMITED
768,IRAGE BROKING SERVICES LLP,INZ000011262,90068,2946,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2946&h_MemType=members&memName=IRAGE%20BROKING%20SERVICES%20LLP
769,SANCTUM WEALTH PRIVATE LIMITED,INZ000011338,90072,2953,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2953&h_MemType=members&memName=SANCTUM%20WEALTH%20PRIVATE%20LIMITED
770,SUNNESS CAPITAL INDIA PVT LTD,INB011459634/INF011459634/NSE231459634,90081,2958,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2958&h_MemType=members&memName=SUNNESS%20CAPITAL%20INDIA%20PVT%20LTD
771,LGT CAPITAL MARKETS PRIVATE LIMITED,INZ000319637,90395,3268,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3268&h_MemType=members&memName=LGT%20CAPITAL%20MARKETS%20PRIVATE%20LIMITED
772,SENTINELSEC INDIA LLP,INZ000323153,90418,3289,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3289&h_MemType=members&memName=SENTINELSEC%20INDIA%20LLP
773,GEOJIT INVESTMENTS LIMITED,INZ000318938,13372,608,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=608&h_MemType=members&memName=GEOJIT%20INVESTMENTS%20LIMITED
774,PROSPERA FINSTOCKS PRIVATE LIMITED,INZ000328737,90460,3327,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3327&h_MemType=members&memName=PROSPERA%20FINSTOCKS%20PRIVATE%20LIMITED
775,TECSTOX SECURITIES PRIVATE LIMITED,INZ000328032,90439,3308,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3308&h_MemType=members&memName=TECSTOX%20SECURITIES%20PRIVATE%20LIMITED
776,CONARD SECURITIES PRIVATE LIMITED,INZ000218639,90156,3032,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3032&h_MemType=members&memName=CONARD%20SECURITIES%20PRIVATE%20LIMITED
777,MARCK SECURITIES PVT. LTD.,INZ000217638,11071,1633,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1633&h_MemType=members&memName=MARCK%20SECURITIES%20PVT.%20LTD.
778,O3 SECURITIES PRIVATE LIMITED,INZ000291332,13459,2375,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2375&h_MemType=members&memName=O3%20SECURITIES%20PRIVATE%20LIMITED
779,KALPATARU MULTIPLIER LTD.,INZ000259437,11152,2114,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2114&h_MemType=members&memName=KALPATARU%20MULTIPLIER%20LTD.
780,MADHUVAN SECURITIES PRIVATE LIMITED,INZ000261738,08233,453,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=453&h_MemType=members&memName=MADHUVAN%20SECURITIES%20PRIVATE%20LIMITED
