sr_no,member_name,sebi_reg_no,member_code,internal_id,details_url
309,DELTA TECHINVEST PRIVATE LIMITED,INZ000294735,90205,3082,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3082&h_MemType=members&memName=DELTA%20TECHINVEST%20PRIVATE%20LIMITED
310,DELTAMARK PARTNERS LLP,INZ000310451,90311,3181,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3181&h_MemType=members&memName=DELTAMARK%20PARTNERS%20LLP
311,DEPANSU SECURITIES (INDIA) PVT LTD,INB231230732/INF231230732,12307,1943,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1943&h_MemType=members&memName=DEPANSU%20SECURITIES%20%28INDIA%29%20PVT%20LTD
312,DERIVIUM TRADITION SECURITIES (INDIA) PRIVATE LIMITED,INZ000287035,13005,1879,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1879&h_MemType=members&memName=DERIVIUM%20TRADITION%20SECURITIES%20%28INDIA%29%20PRIVATE%20LIMITED
313,DESTINY SECURITIES LTD.,INZ000206835,12418,1961,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1961&h_MemType=members&memName=DESTINY%20SECURITIES%20LTD.
314,DEUTSCHE BANK AG,INB231340030 /INE231340030,13400,2158,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2158&h_MemType=members&memName=DEUTSCHE%20BANK%20AG
315,DEUTSCHE EQUITIES INDIA PRIVATE LIMITED,INZ000252437,11968,1874,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1874&h_MemType=members&memName=DEUTSCHE%20EQUITIES%20INDIA%20PRIVATE%20LIMITED
316,DEVANSHU INFIN PRIVATE LIMITED,INZ000235231,9353,1231,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1231&h_MemType=members&memName=DEVANSHU%20INFIN%20PRIVATE%20LIMITED
317,DEVGIRI SECURITIES PRIVATE LIMITED,INZ000316136,90361,3233,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3233&h_MemType=members&memName=DEVGIRI%20SECURITIES%20PRIVATE%20LIMITED
318,DHAN STOCK & SHARE BROKERS PVT. LTD.,INZ000218037,12427,2091,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2091&h_MemType=members&memName=DHAN%20STOCK%20%26%20SHARE%20BROKERS%20PVT.%20LTD.
319,DHANKI SECURITIES PVT. LTD.,INZ000237338,9956,1534,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1534&h_MemType=members&memName=DHANKI%20SECURITIES%20PVT.%20LTD.
320,DHARAMSHI SECURITIES PRIVATE LIMITED,INZ000202832,12786,125,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=125&h_MemType=members&memName=DHARAMSHI%20SECURITIES%20PRIVATE%20LIMITED
321,DHWAJA SHARES & SECURITIES PRIVATE LIMITED,INZ000219637,13729,2490,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2490&h_MemType=members&memName=DHWAJA%20SHARES%20%26%20SECURITIES%20PRIVATE%20LIMITED
322,DIAMOND HANDS LLP,INZ000307157,90269,3143,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3143&h_MemType=members&memName=DIAMOND%20HANDS%20LLP
323,DIMENSIONAL SECURITIES PVT. LTD,INZ000175837,5980,333,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=333&h_MemType=members&memName=DIMENSIONAL%20SECURITIES%20PVT.%20LTD
324,DINDAYAL BIYANI SECURITIES PRIVATE LIMITED,INZ000205734,13536,123,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=123&h_MemType=members&memName=DINDAYAL%20BIYANI%20SECURITIES%20PRIVATE%20LIMITED
325,DINESH JAIN,INZ000159115,90115,2990,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2990&h_MemType=members&memName=DINESH%20JAIN
326,DIVYA CAPITAL ONE PRIVATE LIMITED,INZ000183738,12468,2141,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2141&h_MemType=members&memName=DIVYA%20CAPITAL%20ONE%20PRIVATE%20LIMITED
327,DIVYA SECURITIES,INZ000167528,90132,3006,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3006&h_MemType=members&memName=DIVYA%20SECURITIES
328,DJS STOCK AND SHARES LTD.,INZ000323934,6972,616,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=616&h_MemType=members&memName=DJS%20STOCK%20AND%20SHARES%20LTD.
329,DOLAT ALGOTECH LIMITED,INZ000285038,90183,3060,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3060&h_MemType=members&memName=DOLAT%20ALGOTECH%20LIMITED
330,DOLAT CAPITAL MARKET PVT. LTD.,INZ000274132,7100,1168,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1168&h_MemType=members&memName=DOLAT%20CAPITAL%20MARKET%20PVT.%20LTD.
331,DOOGAR & ASSOCIATES SECURITIES PVT. LTD.,INZ000251837,8761,700,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=700&h_MemType=members&memName=DOOGAR%20%26%20ASSOCIATES%20SECURITIES%20PVT.%20LTD.
332,DP TRADEKING PVT LTD,INZ000097030,90100,2973,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2973&h_MemType=members&memName=DP%20TRADEKING%20PVT%20LTD
333,DRISHTI SHARES & INVESTMENTS PRIVATE LIMITED,INZ000068833,90032,2905,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2905&h_MemType=members&memName=DRISHTI%20SHARES%20%26%20INVESTMENTS%20PRIVATE%20LIMITED
334,DYNA WEGMANS SECURITIES LIMITED,INZ000258234,8143,676,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=676&h_MemType=members&memName=DYNA%20WEGMANS%20SECURITIES%20LIMITED
335,DYNAMIC EQUITIES PRIVATE LIMITED,INZ000193533,10718,547,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=547&h_MemType=members&memName=DYNAMIC%20EQUITIES%20PRIVATE%20LIMITED
336,EAST INDIA SECURITIES LTD.,INZ000190836,8134,536,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=536&h_MemType=members&memName=EAST%20INDIA%20SECURITIES%20LTD.
337,EASTERN FINANCIERS LTD,INZ000193733,11993,1892,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1892&h_MemType=members&memName=EASTERN%20FINANCIERS%20LTD
338,ECONO BROKING PRIVATE LIMITED,INZ000301331,13771,2474,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2474&h_MemType=members&memName=ECONO%20BROKING%20PRIVATE%20LIMITED
339,EDEL INVESTMENTS LIMITED,INZ000173431,90168,3044,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3044&h_MemType=members&memName=EDEL%20INVESTMENTS%20LIMITED
340,EDELCAP SECURITIES LIMITED,INZ000180734,90057,2934,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2934&h_MemType=members&memName=EDELCAP%20SECURITIES%20LIMITED
341,ELARA SECURITIES (INDIA) PRIVATE LIMITED,INZ000238236,12898,2118,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2118&h_MemType=members&memName=ELARA%20SECURITIES%20%28INDIA%29%20PRIVATE%20LIMITED
342,ELBEE SECURITIES PVT. LTD.,INZ000199535,7951,1672,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1672&h_MemType=members&memName=ELBEE%20SECURITIES%20PVT.%20LTD.
343,ELIOS FINANCIAL SERVICES PRIVATE LIMITED,INZ000306737,90283,3152,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3152&h_MemType=members&memName=ELIOS%20FINANCIAL%20SERVICES%20PRIVATE%20LIMITED
344,ELITE WEALTH LIMITED,INZ000186539,8051,677,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=677&h_MemType=members&memName=ELITE%20WEALTH%20LIMITED
345,ELIXIR EQUITIES PRIVATE LIMITED,INZ000017731,9856,1744,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1744&h_MemType=members&memName=ELIXIR%20EQUITIES%20PRIVATE%20LIMITED
346,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,INZ000203933,9018,946,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=946&h_MemType=members&memName=EMKAY%20GLOBAL%20FINANCIAL%20SERVICES%20LIMITED
347,EML MANAGEMENT PRIVATE LIMITED,,90423,3294,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3294&h_MemType=members&memName=EML%20MANAGEMENT%20PRIVATE%20LIMITED
348,ENCASH SECURITIES LTD.,INB231340234/INF231340234/INE231340234,13402,2271,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2271&h_MemType=members&memName=ENCASH%20SECURITIES%20LTD.
349,ENRICH FINANCIAL MARKET PRIVATE LIMITED,INZ000078632,90145,3021,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3021&h_MemType=members&memName=ENRICH%20FINANCIAL%20MARKET%20PRIVATE%20LIMITED
350,EPP SECURITIES PRIVATE LIMITED,INZ000301733,90240,3115,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3115&h_MemType=members&memName=EPP%20SECURITIES%20PRIVATE%20LIMITED
351,EQUIRIZE SECURITIES PRIVATE LIMITED,,90472,3338,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3338&h_MemType=members&memName=EQUIRIZE%20SECURITIES%20PRIVATE%20LIMITED
352,EQUIRUS SECURITIES PRIVATE LIMITED,INZ000251536,13017,2213,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2213&h_MemType=members&memName=EQUIRUS%20SECURITIES%20PRIVATE%20LIMITED
353,EQUIRUS WEALTH PRIVATE LIMITED,INZ000309137,90301,3171,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3171&h_MemType=members&memName=EQUIRUS%20WEALTH%20PRIVATE%20LIMITED
354,EQUITYFIRST VENTURES LLP,INZ000316550,90359,3231,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3231&h_MemType=members&memName=EQUITYFIRST%20VENTURES%20LLP
355,EQVILENT INDIA SECURITIES PRIVATE LIMITED,INZ000327636,90451,3318,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3318&h_MemType=members&memName=EQVILENT%20INDIA%20SECURITIES%20PRIVATE%20LIMITED
356,ESPRESSO FINANCIAL SERVICES PRIVATE LIMITED.,INZ000041331,90194,3072,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3072&h_MemType=members&memName=ESPRESSO%20FINANCIAL%20SERVICES%20PRIVATE%20LIMITED.
357,ESTEE ADVISORS PVT LTD,INZ000300737,13362,2380,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2380&h_MemType=members&memName=ESTEE%20ADVISORS%20PVT%20LTD
358,ESTELLE SECURITIES PRIVATE LIMITED,INZ000297338,90239,3117,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3117&h_MemType=members&memName=ESTELLE%20SECURITIES%20PRIVATE%20LIMITED
359,ETS SECURITIES PRIVATE LIMITED,INZ000006239,90051,2929,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2929&h_MemType=members&memName=ETS%20SECURITIES%20PRIVATE%20LIMITED
360,EUREKA STOCK & SHARE BROKING SERVICES LIMITED,INZ000169839,684,540,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=540&h_MemType=members&memName=EUREKA%20STOCK%20%26%20SHARE%20BROKING%20SERVICES%20LIMITED
361,EVERMORE SHARE BROKING PRIVATE LIMITED,INZ000022431,7936,772,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=772&h_MemType=members&memName=EVERMORE%20SHARE%20BROKING%20PRIVATE%20LIMITED
362,EVOL TRADING LLP,INZ000322157,90413,3284,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3284&h_MemType=members&memName=EVOL%20TRADING%20LLP
363,EXATRADE TECHNOLOGIES,INZ000309029,90295,3162,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3162&h_MemType=members&memName=EXATRADE%20TECHNOLOGIES
364,EXCEL FINCAP LTD.,INZ000272237,8047,855,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=855&h_MemType=members&memName=EXCEL%20FINCAP%20LTD.
365,EXCEL STOCK BROKING PRIVATE LIMITED,INZ000196232,13034,2204,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2204&h_MemType=members&memName=EXCEL%20STOCK%20BROKING%20PRIVATE%20LIMITED
366,EXCLUSIVE SECURITIES LTD.,INZ000177234,7775,883,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=883&h_MemType=members&memName=EXCLUSIVE%20SECURITIES%20LTD.
367,EXPONENTIAL FINANCIAL SERVICES PRIVATE LIMITED,INB230853536/INF230853536/INE230853536,8535,680,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=680&h_MemType=members&memName=EXPONENTIAL%20FINANCIAL%20SERVICES%20PRIVATE%20LIMITED
368,F6 FINSERVE PRIVATE LIMITED,INB231467334/INF231467334/INE231484739,14673,2841,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2841&h_MemType=members&memName=F6%20FINSERVE%20PRIVATE%20LIMITED
369,FACTS SHARE & STOCK BROKING PVT. LTD.,INB230934330/INF230934330,9343,1202,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1202&h_MemType=members&memName=FACTS%20SHARE%20%26%20STOCK%20BROKING%20PVT.%20LTD.
370,FAIR INTERMEDIATE INVESTMENT PVT. LTD.,INZ000185032,12098,1897,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1897&h_MemType=members&memName=FAIR%20INTERMEDIATE%20INVESTMENT%20PVT.%20LTD.
371,FAIRWEALTH SECURITIES LIMITED,INZ000186238,12723,2019,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2019&h_MemType=members&memName=FAIRWEALTH%20SECURITIES%20LIMITED
372,FARSIGHT SECURITIES LTD.,INZ000169935,8537,682,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=682&h_MemType=members&memName=FARSIGHT%20SECURITIES%20LTD.
373,FAST CAPITAL MARKETS LTD.,INZ000212231,12947,537,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=537&h_MemType=members&memName=FAST%20CAPITAL%20MARKETS%20LTD.
374,FE SECURITIES PVT. LTD.,INZ000240438,7596,684,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=684&h_MemType=members&memName=FE%20SECURITIES%20PVT.%20LTD.
375,FICUS SECURITIES PRIVATE LIMITED,INB231298630/INF231298630/INE231298630,12986,2140,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2140&h_MemType=members&memName=FICUS%20SECURITIES%20PRIVATE%20LIMITED
376,FINANCE MONITOR INDIA PRIVATE LIMITED,INZ000250337,7129,498,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=498&h_MemType=members&memName=FINANCE%20MONITOR%20INDIA%20PRIVATE%20LIMITED
377,FINCAP GLOBAL SECURITIES LIMITED,INZ000289238,8765,1021,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1021&h_MemType=members&memName=FINCAP%20GLOBAL%20SECURITIES%20LIMITED
378,FINDOC INVESTMART PVT. LTD.,INZ000164436,14697,2843,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2843&h_MemType=members&memName=FINDOC%20INVESTMART%20PVT.%20LTD.
379,FINGEEK DIGITAL PRIVATE LIMITED,,90385,3257,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3257&h_MemType=members&memName=FINGEEK%20DIGITAL%20PRIVATE%20LIMITED
380,FINQUEST SECURITIES PVT. LTD.,INZ000268435,12365,1968,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1968&h_MemType=members&memName=FINQUEST%20SECURITIES%20PVT.%20LTD.
381,FINSOL SECURITIES PRIVATE LIMITED,INZ000328134,90458,3325,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3325&h_MemType=members&memName=FINSOL%20SECURITIES%20PRIVATE%20LIMITED
382,FINSTREAM PRIVATE LIMITED,INZ000326336,90440,3309,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3309&h_MemType=members&memName=FINSTREAM%20PRIVATE%20LIMITED
383,FINVASIA SECURITIES PRIVATE LIMITED,INZ000176037,14846,2854,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2854&h_MemType=members&memName=FINVASIA%20SECURITIES%20PRIVATE%20LIMITED
384,FINVERSE PLATFORM PRIVATE LIMITED,INZ000330930,90483,3349,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3349&h_MemType=members&memName=FINVERSE%20PLATFORM%20PRIVATE%20LIMITED
385,FINWIZARD TECHNOLOGY PRIVATE LIMITED,INZ000209036,90228,3105,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3105&h_MemType=members&memName=FINWIZARD%20TECHNOLOGY%20PRIVATE%20LIMITED
386,FIRST FUTURES AND STOCKS PRIVATE LIMITED,INZ000197530,12921,2119,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2119&h_MemType=members&memName=FIRST%20FUTURES%20AND%20STOCKS%20PRIVATE%20LIMITED
387,FIRST GLOBAL STOCKBROKING PVT.LTD.,INZ000210739,7221,85,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=85&h_MemType=members&memName=FIRST%20GLOBAL%20STOCKBROKING%20PVT.LTD.
388,FIRST INDIA SECURITIES PRIVATE LIMITED,INZ000224338,12386,2288,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2288&h_MemType=members&memName=FIRST%20INDIA%20SECURITIES%20PRIVATE%20LIMITED
389,FIRSTOCK BROKING PRIVATE LIMITED,INZ000260334,90047,2926,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2926&h_MemType=members&memName=FIRSTOCK%20BROKING%20PRIVATE%20LIMITED
390,FLOURISH FINCAP PVT LTD,INZ000191536,13030,2252,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2252&h_MemType=members&memName=FLOURISH%20FINCAP%20PVT%20LTD
391,FLUX CAPITAL PRIVATE LIMITED,INZ000297535,90217,3094,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3094&h_MemType=members&memName=FLUX%20CAPITAL%20PRIVATE%20LIMITED
392,FOCUS SHARES & SECURITIES PRIVATE LIMITED,INZ000185331,12963,2157,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2157&h_MemType=members&memName=FOCUS%20SHARES%20%26%20SECURITIES%20PRIVATE%20LIMITED
393,FOCUS STOCK BROKERS LTD.,INZ000288836,9203,741,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=741&h_MemType=members&memName=FOCUS%20STOCK%20BROKERS%20LTD.
394,FORT SHARE BROKING PRIVATE LIMITED,INZ000236431,12724,2027,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2027&h_MemType=members&memName=FORT%20SHARE%20BROKING%20PRIVATE%20LIMITED
395,FORTUFUSION STOCK BROKING SERVICES LLP,INZ000327155,90462,3329,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3329&h_MemType=members&memName=FORTUFUSION%20STOCK%20BROKING%20SERVICES%20LLP
396,FORTUNE CAPITAL MARKET,INZ000278225,13000,2225,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2225&h_MemType=members&memName=FORTUNE%20CAPITAL%20MARKET
397,FORTUNE CAPITAL SERVICES PRIVATE LIMITED,INZ000201438,14572,2821,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2821&h_MemType=members&memName=FORTUNE%20CAPITAL%20SERVICES%20PRIVATE%20LIMITED
398,FORTUNE FISCAL LTD,INZ000247236,8236,499,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=499&h_MemType=members&memName=FORTUNE%20FISCAL%20LTD
399,FORTUNE INTERFINANCE LTD,INZ000178035,12432,1978,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1978&h_MemType=members&memName=FORTUNE%20INTERFINANCE%20LTD
400,FORTUNE WEALTH MANAGEMENT COMPANY INDIA (P) LTD.,INZ000190535,12038,1889,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1889&h_MemType=members&memName=FORTUNE%20WEALTH%20MANAGEMENT%20COMPANY%20INDIA%20%28P%29%20LTD.
401,FOUR DIMENSIONS SECURITIES (INDIA) LTD.,INZ000005637,6467,87,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=87&h_MemType=members&memName=FOUR%20DIMENSIONS%20SECURITIES%20%28INDIA%29%20LTD.
402,FOURDEGREEWATER SERVICES PRIVATE LIMITED,INZ000313632,90328,3198,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3198&h_MemType=members&memName=FOURDEGREEWATER%20SERVICES%20PRIVATE%20LIMITED
403,FREE INDIA BROKING SERVICES PRIVATE LIMITED,INE231376133,13761,2464,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2464&h_MemType=members&memName=FREE%20INDIA%20BROKING%20SERVICES%20PRIVATE%20LIMITED
404,FRONTLINE STOCK BROKERS PRIVATE LIMITED,INZ000179633,7924,686,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=686&h_MemType=members&memName=FRONTLINE%20STOCK%20BROKERS%20PRIVATE%20LIMITED
405,FRR SHARES AND SECURITIES LIMITED,INZ000279232,13972,2527,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2527&h_MemType=members&memName=FRR%20SHARES%20AND%20SECURITIES%20LIMITED
406,FYERS SECURITIES PRIVATE LIMITED,INZ000008524,90061,2935,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2935&h_MemType=members&memName=FYERS%20SECURITIES%20PRIVATE%20LIMITED
407,G DAS CAPITAL MARKETS PRIVATE LIMITED,INZ000282138,11266,1712,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1712&h_MemType=members&memName=G%20DAS%20CAPITAL%20MARKETS%20PRIVATE%20LIMITED
408,G. N. G INVESTMENT LTD,INZ000222336,7942,442,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=442&h_MemType=members&memName=G.%20N.%20G%20INVESTMENT%20LTD
409,GAINN FINTECH PRIVATE LIMITED,INZ000305534,90261,3137,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3137&h_MemType=members&memName=GAINN%20FINTECH%20PRIVATE%20LIMITED
410,GAMMA INVESTMENTS,INZ000277625,8269,694,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=694&h_MemType=members&memName=GAMMA%20INVESTMENTS
411,GANDHI SECURITIES & INVESTMENT PVT. LTD.,INZ000248031,8955,920,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=920&h_MemType=members&memName=GANDHI%20SECURITIES%20%26%20INVESTMENT%20PVT.%20LTD.
412,GANESH STOCKINVEST (P) LIMITED,INZ000191431,7922,815,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=815&h_MemType=members&memName=GANESH%20STOCKINVEST%20%28P%29%20LIMITED
413,GANESHAM SECURITIES PRIVATE LIMITED,INZ000231835,12011,1881,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1881&h_MemType=members&memName=GANESHAM%20SECURITIES%20PRIVATE%20LIMITED
414,GANGANAGAR COMMODITY LIMITED,INZ000016737,90046,2924,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2924&h_MemType=members&memName=GANGANAGAR%20COMMODITY%20LIMITED
415,GANGOUR INVESTMENTS LTD.,INZ000253432,8141,688,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=688&h_MemType=members&memName=GANGOUR%20INVESTMENTS%20LTD.
416,GANPATI FINSEC PVT. LTD.,INZ000304538,13456,2400,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2400&h_MemType=members&memName=GANPATI%20FINSEC%20PVT.%20LTD.
417,GARG SECURITIES PVT. LTD.,INZ000251333,12515,1953,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1953&h_MemType=members&memName=GARG%20SECURITIES%20PVT.%20LTD.
418,GATEWAY FINANCIAL SERVICES LIMITED,INZ000247937,9344,1161,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1161&h_MemType=members&memName=GATEWAY%20FINANCIAL%20SERVICES%20LIMITED
419,GCM SECURITIES LTD.,INZ000255131,7934,543,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=543&h_MemType=members&memName=GCM%20SECURITIES%20LTD.
420,GDB SHARE & STOCK BROKING SERVICES LIMITED,INZ000193238,7788,545,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=545&h_MemType=members&memName=GDB%20SHARE%20%26%20STOCK%20BROKING%20SERVICES%20LIMITED
421,GEE BEE SECURITIES PVT. LTD.,INZ000204633,12194,1920,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1920&h_MemType=members&memName=GEE%20BEE%20SECURITIES%20PVT.%20LTD.
422,GENUINE STOCK BROKERS PVT LTD,INZ000243831,10477,2086,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=2086&h_MemType=members&memName=GENUINE%20STOCK%20BROKERS%20PVT%20LTD
423,GEOJIT INVESTMENTS LIMITED,INZ000318938,13372,608,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=608&h_MemType=members&memName=GEOJIT%20INVESTMENTS%20LIMITED
424,GEPL CAPITAL PRIVATE LIMITED,INZ000168137,9939,1730,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=1730&h_MemType=members&memName=GEPL%20CAPITAL%20PRIVATE%20LIMITED
425,GET PROSPER CAPITAL PRIVATE LIMITED,INZ000301435,90231,3108,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=3108&h_MemType=members&memName=GET%20PROSPER%20CAPITAL%20PRIVATE%20LIMITED
426,GHALLA BHANSALI STOCK BROKERS PRIVATE LIMITED,INZ000236038,9570,73,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=73&h_MemType=members&memName=GHALLA%20BHANSALI%20STOCK%20BROKERS%20PRIVATE%20LIMITED
427,GHANSHYAM SHARES & STOCK BROKERS PVT LTD,INZ000245133,8552,544,https://enit.nseindia.com/MemDirWeb/brokerDetailPage_Beta?memID=544&h_MemType=members&memName=GHANSHYAM%20SHARES%20%26%20STOCK%20BROKERS%20PVT%20LTD
